compound_name,name,kegg_id,inchi_key,pubchem_compound_id,formula,hmdb_id,chebi_id,lipidmaps_id,rt_peak,mz,adduct,polarity,compound_id,chromatography,source,feature_id,gnps_score,gnps_compound_name,cluster_id,cluster_label
UT_C18_POS_72923,Spectral Match to Glycerol 1-stearate from NIST14,,VBICKXHEKHSIBG-UHFFFAOYSA-N,,C21H42O4,,,,8.010957,359.3156335179136,M+H,pos,UT_C18_POS_72923,C18,untargeted,72923.0,0.796245,Spectral Match to Glycerol 1-stearate from NIST14,2.0,upregulated
UT_C18_POS_10671,sucrose,,CZMRCDWAGMRECN-UGDNZRGBSA-N,,C12H22O11,,,,0.58102685,360.1496003128088,[M+NH4]+,pos,UT_C18_POS_10671,C18,untargeted,10671.0,0.757022,sucrose,2.0,upregulated
UT_C18_POS_53840,Cetalkonium,,QDYLMAYUEZBUFO-UHFFFAOYSA-N,,,,,,6.4850006,360.362388842491,[M]+,pos,UT_C18_POS_53840,C18,untargeted,53840.0,0.892005,Cetalkonium,2.0,upregulated
UT_C18_POS_59864,Candidate Glycine-C20:4 (delta mass:286.2293),,RTGKFNDDAJNBJQ-UHFFFAOYSA-N,,C22H35NO3,,,,6.987787,362.2689822389019,M+H,pos,UT_C18_POS_59864,C18,untargeted,59864.0,0.888057,Candidate Glycine-C20:4 (delta mass:286.2293),1.0,insignificant
UT_C18_POS_37174,Spectral Match to Hexapropylene glycol from NIST14,,UDOJNGPPRYJMKR-UHFFFAOYSA-N,,C18H38O7,,,,4.449355,367.26907761426406,M+H,pos,UT_C18_POS_37174,C18,untargeted,37174.0,0.929829,Spectral Match to Hexapropylene glycol from NIST14,0.0,downregulated
UT_C18_POS_80466,DESMOSTEROL CollisionEnergy:102040,,AVSXSVCZWQODGV-UHFFFAOYSA-N,,C27H44O,,,,9.075582,367.3358410918851,M+H-H2O,pos,UT_C18_POS_80466,C18,untargeted,80466.0,0.725898,DESMOSTEROL CollisionEnergy:102040,0.0,downregulated
UT_C18_POS_56674,Candidate Serine-C18:2 (delta mass:262.2292),,VEAWIZYOYPGTAA-UHFFFAOYSA-N,,C21H37NO4,,,,6.731765,368.2796397213041,M+H,pos,UT_C18_POS_56674,C18,untargeted,56674.0,0.95286,Candidate Serine-C18:2 (delta mass:262.2292),1.0,insignificant
UT_C18_POS_61454,N-Acetyl-Palmitoyl-Putrescine,,LZBVNCAOGIRUDC-UHFFFAOYSA-N,,C22H44N2O2,,,,7.161661,369.3476633042756,M+H,pos,UT_C18_POS_61454,C18,untargeted,61454.0,0.904583,N-Acetyl-Palmitoyl-Putrescine,1.0,insignificant
UT_C18_POS_70478,Candidate Leucine-C16:0 (delta mass:238.2289),,UEWVQOCQZFYTBW-UHFFFAOYSA-N,,C22H43NO3,,,,7.8623033,370.3316670705952,M+H,pos,UT_C18_POS_70478,C18,untargeted,70478.0,0.961789,Candidate Leucine-C16:0 (delta mass:238.2289),0.0,downregulated
UT_C18_POS_29356,21345_1,,,,,,,,3.0256698,371.22767415816577,M+H,pos,UT_C18_POS_29356,C18,untargeted,29356.0,0.846264,21345_1,0.0,downregulated
UT_C18_POS_21576,Spectral Match to PyroGlu-Ile-Lys from NIST14,,NVAVYRWRQSKURM-UHFFFAOYSA-N,,C17H30N4O5,,,,2.3105257,371.228826392108,M+H,pos,UT_C18_POS_21576,C18,untargeted,21576.0,0.979414,Spectral Match to PyroGlu-Ile-Lys from NIST14,3.0,upregulated
UT_C18_POS_78274,"Spectral Match to Hexanedioic acid, bis(2-ethylhexyl) ester from NIST14",,,,,,,,8.488291,371.3156277465822,M+H,pos,UT_C18_POS_78274,C18,untargeted,78274.0,0.906041,"Spectral Match to Hexanedioic acid, bis(2-ethylhexyl) ester from NIST14",4.0,upregulated
UT_C18_POS_44258,Massbank: Myristamidopropyl betaine|carboxymethyl-dimethyl-[3-(tetradecanoylamino)propyl]azanium,,QGCUAFIULMNFPJ-UHFFFAOYSA-O,,,,,,5.6189833,371.326922221886,M,pos,UT_C18_POS_44258,C18,untargeted,44258.0,0.959921,Massbank: Myristamidopropyl betaine|carboxymethyl-dimethyl-[3-(tetradecanoylamino)propyl]azanium,0.0,downregulated
UT_C18_POS_48124,Ornithine-C16:0,,RBGAPYBYKCFGJS-UHFFFAOYSA-N,,C21H42N2O3,,,,5.98731,371.32705541621385,M+H,pos,UT_C18_POS_48124,C18,untargeted,48124.0,0.776356,Ornithine-C16:0,1.0,insignificant
UT_C18_POS_41387,putrescine-C20:5,,HXRGZIVVWKMMFK-UHFFFAOYSA-N,,C24H40N2O,,,,5.223806,373.3213504232039,M+H,pos,UT_C18_POS_41387,C18,untargeted,41387.0,0.79743,putrescine-C20:5,1.0,insignificant
UT_C18_POS_42803,putrescine-C20:4,,HHWPWFOWXVRDKS-UHFFFAOYSA-N,,C24H42N2O,,,,5.437321,375.33694859714666,M+H,pos,UT_C18_POS_42803,C18,untargeted,42803.0,0.780202,putrescine-C20:4,1.0,insignificant
UT_C18_POS_61591,Candidate Valine-C18:4 (delta mass:258.1976),,CPKTZCSOPFEBGW-UHFFFAOYSA-N,,C23H37NO3,,,,7.173701,376.28530258169127,M+H,pos,UT_C18_POS_61591,C18,untargeted,61591.0,0.724844,Candidate Valine-C18:4 (delta mass:258.1976),1.0,insignificant
UT_C18_POS_27449,RIBOFLAVIN,,AUNGANRZJHBGPY-SCRDCRAPSA-N,,C17H20N4O6,,,,2.8774886,377.1455951910823,M+H,pos,UT_C18_POS_27449,C18,untargeted,27449.0,0.971363,RIBOFLAVIN,3.0,upregulated
UT_C18_POS_53152,Polanrazine B_120170,,JXDWMFMAEDSXNI-QZTJIDSGSA-N,,C18H23N3O2S2,,,,6.4845915,377.3198174672792,?,pos,UT_C18_POS_53152,C18,untargeted,53152.0,0.70337,Polanrazine B_120170,1.0,insignificant
UT_C18_POS_43768,putrescine-C20:3,,AHGGBCYZDOJOPA-UHFFFAOYSA-N,,C24H44N2O,,,,5.575265,377.3527290814438,M+H,pos,UT_C18_POS_43768,C18,untargeted,43768.0,0.731346,putrescine-C20:3,1.0,insignificant
UT_C18_POS_61511,Candidate 2-aminovaleric acid-C18:3 (delta mass:260.2143),,AJSKBDFHLRIFCU-UHFFFAOYSA-N,,C23H39NO3,,,,7.2107472,378.3001513808755,M+H,pos,UT_C18_POS_61511,C18,untargeted,61511.0,0.878809,Candidate 2-aminovaleric acid-C18:3 (delta mass:260.2143),4.0,upregulated
UT_C18_POS_45783,putrescine-C20:2,,VJNRXCYSRNIZGL-UHFFFAOYSA-N,,C24H46N2O,,,,5.78128,379.3683142577642,M+H,pos,UT_C18_POS_45783,C18,untargeted,45783.0,0.776598,putrescine-C20:2,1.0,insignificant
UT_C18_POS_19887,R-N6-succinyladenosine,,VKGZCEJTCKHMRL-KFRZGLEESA-N,,C14H17N5O8,,,,2.2110393,384.1149417530873,M+H,pos,UT_C18_POS_19887,C18,untargeted,19887.0,0.957775,R-N6-succinyladenosine,0.0,downregulated
UT_C18_POS_73811,Leu-C17:0,,DZTYHLWCEGJHNX-UHFFFAOYSA-N,,C23H45NO3,,,,8.129686,384.3472144603669,M+H,pos,UT_C18_POS_73811,C18,untargeted,73811.0,0.878095,Leu-C17:0,4.0,upregulated
UT_C18_POS_40781,Candidate Spermidine-C16:0 (delta mass:238.2292),,XZMNGCMXOQKIKN-UHFFFAOYSA-N,,C23H49N3O,,,,5.2040668,384.3949343411552,M+H,pos,UT_C18_POS_40781,C18,untargeted,40781.0,0.758394,Candidate Spermidine-C16:0 (delta mass:238.2292),1.0,insignificant
UT_C18_POS_48774,Lys-C16:0,,OLDGKSQBWGEFNM-UHFFFAOYSA-N,,C22H44N2O3,,,,6.074319,385.3425780956756,M+H,pos,UT_C18_POS_48774,C18,untargeted,48774.0,0.886757,Lys-C16:0,1.0,insignificant
UT_C18_POS_43974,3(p-tolyl)propionic-acid_6-heptynoic-acid_L-asparagine [CCS=194.7860870361328],,UDXWTDFWVBCTHY-KRWDZBQOSA-N,,CH4,,,,5.5878973,387.1931124893474,[M+H]+,pos,UT_C18_POS_43974,C18,untargeted,43974.0,0.872163,3(p-tolyl)propionic-acid_6-heptynoic-acid_L-asparagine [CCS=194.7860870361328],4.0,upregulated
UT_C18_POS_62091,Candidate Leucine-C18:3 (delta mass:260.2135),,KLGFNHYJVQYZTR-UHFFFAOYSA-N,,C24H41NO3,,,,7.265062,392.3143810601813,M+H,pos,UT_C18_POS_62091,C18,untargeted,62091.0,0.915199,Candidate Leucine-C18:3 (delta mass:260.2135),4.0,upregulated
UT_C18_POS_27891,Spectral Match to Glu-Val-Phe from NIST14,,FVGOGEGGQLNZGH-DZKIICNBSA-N,,C19H27N3O6,,,,2.8669562,394.19722220317686,M+H,pos,UT_C18_POS_27891,C18,untargeted,27891.0,0.77317,Spectral Match to Glu-Val-Phe from NIST14,1.0,insignificant
UT_C18_POS_80430,Ergosterol,,DNVPQKQSNYMLRS-APGDWVJJSA-N,,C28H44O,,,,9.056944,395.3307408305366,M-H,pos,UT_C18_POS_80430,C18,untargeted,80430.0,0.753101,Ergosterol,4.0,upregulated
UT_C18_POS_75354,Candidate Leucine-C18:0 (delta mass:266.262),,FTIQEVPFMLQJJT-UHFFFAOYSA-N,,C24H47NO3,,,,8.30193,398.3630007226509,M+H,pos,UT_C18_POS_75354,C18,untargeted,75354.0,0.935593,Candidate Leucine-C18:0 (delta mass:266.262),3.0,upregulated
UT_C18_POS_53785,Sorbitane Monopalmitate - Polysorbate 40 in-source fragment,,IYFATESGLOUGBX-UHFFFAOYSA-N,,C22H42O6,,,,6.459442,402.35783780150336,M+H,pos,UT_C18_POS_53785,C18,untargeted,53785.0,0.910609,Sorbitane Monopalmitate - Polysorbate 40 in-source fragment,4.0,upregulated
UT_C18_POS_61719,"Massbank:LU052302 Acetyl tributyl citrate|tributyl 2-acetyloxypropane-1,2,3-tricarboxylate",,QZCLKYGREBVARF-UHFFFAOYSA-N,,C20H34O8,,,,7.196329,403.2326868879277,M+H,pos,UT_C18_POS_61719,C18,untargeted,61719.0,0.777267,"Massbank:LU052302 Acetyl tributyl citrate|tributyl 2-acetyloxypropane-1,2,3-tricarboxylate",0.0,downregulated
UT_C18_POS_68756,NCGC00380823-01!2-(14-methylpentadecanoylamino)-3-phenylpropanoic acid [IIN-based: Match],,WICAPTTWPBEVPW-UHFFFAOYSA-N,,C25H41NO3,,,,7.731133,404.3147812711141,[M+H]+,pos,UT_C18_POS_68756,C18,untargeted,68756.0,0.966551,NCGC00380823-01!2-(14-methylpentadecanoylamino)-3-phenylpropanoic acid [IIN-based: Match],3.0,upregulated
UT_C18_POS_47514,Lys-C18:2,,CJWQSSUDVUQDSL-UHFFFAOYSA-N,,C24H44N2O3,,,,5.9082036,409.3425015348722,M+H,pos,UT_C18_POS_47514,C18,untargeted,47514.0,0.92131,Lys-C18:2,1.0,insignificant
UT_C18_POS_72849,NCGC00180497-02!,,VXOZCESVZIRHCJ-LNSUSAKYSA-N,,C28H44O3,,,,8.001155,411.3257941627065,M-H2O+H,pos,UT_C18_POS_72849,C18,untargeted,72849.0,0.752579,NCGC00180497-02!,0.0,downregulated
UT_C18_POS_24249,"Massbank:RP030802 N6-Threonylcarbamoyladenosine|t(6)a|(2S,3R)-2-[[9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]purin-6-yl]carbamoylamino]-3-hydroxybutanoic acid",,UNUYMBPXEFMLNW-DWVDDHQFSA-N,,C15H20N6O8,,,,2.5334558,413.1416348171205,M+H,pos,UT_C18_POS_24249,C18,untargeted,24249.0,0.799262,"Massbank:RP030802 N6-Threonylcarbamoyladenosine|t(6)a|(2S,3R)-2-[[9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]purin-6-yl]carbamoylamino]-3-hydroxybutanoic acid",0.0,downregulated
UT_C18_POS_43697,Candidate Arginine-C16:0 (delta mass:238.23),,DENIQPHQUIGDJZ-UHFFFAOYSA-N,,C22H44N4O3,,,,5.554171,413.3489079160649,M+H,pos,UT_C18_POS_43697,C18,untargeted,43697.0,0.941762,Candidate Arginine-C16:0 (delta mass:238.23),1.0,insignificant
UT_C18_POS_55170,Lys-C18:0,,VWYVABSAUVXYNS-UHFFFAOYSA-N,,C24H48N2O3,,,,6.618345,413.3738595912348,M+H,pos,UT_C18_POS_55170,C18,untargeted,55170.0,0.907479,Lys-C18:0,1.0,insignificant
UT_C18_POS_50455,Candidate Citrulline-C16:0 (delta mass:238.2302),,YOPHBIOXOBEKCU-IBGZPJMESA-N,,C22H43N3O4,,,,6.223143,414.33280766526747,M+H,pos,UT_C18_POS_50455,C18,untargeted,50455.0,0.776848,Candidate Citrulline-C16:0 (delta mass:238.2302),1.0,insignificant
UT_C18_POS_30166,Spectral Match to Nonaethylene glycol from NIST14,,,,,,,,3.1373003,415.2539531914243,M+H,pos,UT_C18_POS_30166,C18,untargeted,30166.0,0.981255,Spectral Match to Nonaethylene glycol from NIST14,0.0,downregulated
UT_C18_POS_41777,His-C18:3,,AISTUPVDUOVGJI-UHFFFAOYSA-N,,C24H37N3O3,,,,5.2928767,416.2906684075908,M+H,pos,UT_C18_POS_41777,C18,untargeted,41777.0,0.917744,His-C18:3,,
UT_C18_POS_44259,Ornithine-C20:5,,IZPBYCYORYBBDS-UHFFFAOYSA-N,,C25H40N2O3,,,,5.6272063,417.3112498702367,M+H,pos,UT_C18_POS_44259,C18,untargeted,44259.0,0.789307,Ornithine-C20:5,3.0,upregulated
UT_C18_POS_72908,Phe-C17:0,,OXZXMKVMGRIFAT-UHFFFAOYSA-N,,C26H43NO3,,,,7.9153657,418.3303932729699,M+H,pos,UT_C18_POS_72908,C18,untargeted,72908.0,0.867786,Phe-C17:0,4.0,upregulated
UT_C18_POS_47287,Ornithine-C20:4,,LLXUZVJSENEKFG-UHFFFAOYSA-N,,C25H42N2O3,,,,5.914519,419.3269741495648,M+H,pos,UT_C18_POS_47287,C18,untargeted,47287.0,0.812856,Ornithine-C20:4,1.0,insignificant
UT_C18_POS_39371,Spectral Match to Heptapropylene glycol from NIST14,,OWRNLGZKEZSHGO-UHFFFAOYSA-N,,C21H44O8,,,,4.847208,425.31079306761336,M+H,pos,UT_C18_POS_39371,C18,untargeted,39371.0,0.911678,Spectral Match to Heptapropylene glycol from NIST14,0.0,downregulated
UT_C18_POS_75568,Valactamide E putative,,UOAPDHMSZKCUEI-UHFFFAOYSA-N,,C24H44N2O4,,,,8.25632,425.3415047905663,M+H,pos,UT_C18_POS_75568,C18,untargeted,75568.0,0.81425,Valactamide E putative,0.0,downregulated
UT_C18_POS_44968,Spectral Match to 1-Myristoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14,,,,,,,,5.6657953,426.2617270871649,M+H,pos,UT_C18_POS_44968,C18,untargeted,44968.0,0.866607,Spectral Match to 1-Myristoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14,2.0,upregulated
UT_C18_POS_64346,Candidate Phenylalanine-C18:3 (delta mass:260.2136),,ZMJGABYZULDFSS-UHFFFAOYSA-N,,C27H39NO3,,,,7.360338,426.30064056354456,M+H,pos,UT_C18_POS_64346,C18,untargeted,64346.0,0.912156,Candidate Phenylalanine-C18:3 (delta mass:260.2136),2.0,upregulated
UT_C18_POS_31376,PheGlyGlyPhe,,NWFLONJLUJYCNS-ROUUACIJSA-N,,C22H26N4O5,,,,3.2960207,427.1960617485136,M+H,pos,UT_C18_POS_31376,C18,untargeted,31376.0,0.857952,PheGlyGlyPhe,4.0,upregulated
UT_C18_POS_57491,Sorbitane Monooleate - Polysorbate 20 in-source fragment,,NWGKJDSIEKMTRX-UHFFFAOYSA-N,,C24H44O6,,,,6.734144,428.3736571661783,M+H,pos,UT_C18_POS_57491,C18,untargeted,57491.0,0.832735,Sorbitane Monooleate - Polysorbate 20 in-source fragment,4.0,upregulated
UT_C18_POS_72692,Ergosterol peroxide,,VXOZCESVZIRHCJ-KGHQQZOUSA-N,,C28H44O3,,,,7.9589734,429.33650107083736,M+H,pos,UT_C18_POS_72692,C18,untargeted,72692.0,0.72091,Ergosterol peroxide,1.0,insignificant
UT_C18_POS_71771,Candidate Phenylalanine-C18:1 (delta mass:264.2449),,HAIIXJOVZCLFBS-UHFFFAOYSA-N,,C27H43NO3,,,,7.922358,430.3315372261244,M+H,pos,UT_C18_POS_71771,C18,untargeted,71771.0,0.926603,Candidate Phenylalanine-C18:1 (delta mass:264.2449),2.0,upregulated
UT_C18_POS_38808,spermidine-C20:5,,ODKFEQFLXUICSC-UHFFFAOYSA-N,,C27H47N3O,,,,4.781043,430.3790516288642,M+H,pos,UT_C18_POS_38808,C18,untargeted,38808.0,0.74648,spermidine-C20:5,1.0,insignificant
UT_C18_POS_51365,Sorbitane Monostearate - Polysorbate 60 in-source fragment,,HVUMOYIDDBPOLL-UHFFFAOYSA-N,,C24H46O6,,,,6.2191086,430.3890504397876,M+H,pos,UT_C18_POS_51365,C18,untargeted,51365.0,0.821476,Sorbitane Monostearate - Polysorbate 60 in-source fragment,4.0,upregulated
UT_C18_POS_44933,Lys-C20:5,,MSNQFSCAMQLJIK-UHFFFAOYSA-N,,C26H42N2O3,,,,5.6799226,431.3270415945397,M+H,pos,UT_C18_POS_44933,C18,untargeted,44933.0,0.80204,Lys-C20:5,1.0,insignificant
UT_C18_POS_47809,Lys-C20:4,,FZWVZFRYSZWJHL-UHFFFAOYSA-N,,C26H44N2O3,,,,5.9556336,433.3425743729056,M+H,pos,UT_C18_POS_47809,C18,untargeted,47809.0,0.896935,Lys-C20:4,0.0,downregulated
UT_C18_POS_41242,Arg-C18:3,,IXULWUSNNXBWAG-UHFFFAOYSA-N,,C24H42N4O3,,,,5.200642,435.3330751305118,M+H,pos,UT_C18_POS_41242,C18,untargeted,41242.0,0.847436,Arg-C18:3,,
UT_C18_POS_48483,Candidate Citrulline-C18:2 (delta mass:262.2319),,QRBFKBJMERRAKT-NRFANRHFSA-N,,C24H43N3O4,,,,6.0450187,438.3330726060637,M+H,pos,UT_C18_POS_48483,C18,untargeted,48483.0,0.746525,Candidate Citrulline-C18:2 (delta mass:262.2319),1.0,insignificant
UT_C18_POS_26270,Spectral Match to Flavine mononucleotide from NIST14,,,,,,,,2.7043731,439.1013065435407,M+H-H2O,pos,UT_C18_POS_26270,C18,untargeted,26270.0,0.850712,Spectral Match to Flavine mononucleotide from NIST14,3.0,upregulated
UT_C18_POS_74550,Phe-C19:1,,RFWQPVMXMMBSMD-UHFFFAOYSA-N,,C28H45NO3,,,,8.171369,444.34792365733625,M+H,pos,UT_C18_POS_74550,C18,untargeted,74550.0,0.888124,Phe-C19:1,4.0,upregulated
UT_C18_POS_48503,lysoDGTS 14:0,,,,,,,,6.0300684,446.3476731314464,M+H,pos,UT_C18_POS_48503,C18,untargeted,48503.0,0.884183,lysoDGTS 14:0,4.0,upregulated
UT_C18_POS_76430,Phe-C19:0,,RSXXDPZXTNQIHH-UHFFFAOYSA-N,,C28H47NO3,,,,8.249948,446.3636531973028,M+H,pos,UT_C18_POS_76430,C18,untargeted,76430.0,0.85085,Phe-C19:0,3.0,upregulated
UT_C18_POS_46521,PE(16:1/0:0); [M+H]+ C21H43N1O7P1,,,,,,,,5.82098,452.2772248706803,M+H,pos,UT_C18_POS_46521,C18,untargeted,46521.0,0.731335,PE(16:1/0:0); [M+H]+ C21H43N1O7P1,4.0,upregulated
UT_C18_POS_50879,Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14,,,,,,,,6.2489524,454.2929640262387,M+H,pos,UT_C18_POS_50879,C18,untargeted,50879.0,0.886212,Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14,4.0,upregulated
UT_C18_POS_64427,URSOLIC ACID,,WCGUUGGRBIKTOS-UHFFFAOYSA-N,,C30H48O3,,,,7.320745,455.3497947598701,M-H,pos,UT_C18_POS_64427,C18,untargeted,64427.0,0.786832,URSOLIC ACID,0.0,downregulated
UT_C18_POS_42621,lysoDGTS 16:4,,,,,,,,5.4210534,466.3163638239468,M+H,pos,UT_C18_POS_42621,C18,untargeted,42621.0,0.832071,lysoDGTS 16:4,4.0,upregulated
UT_C18_POS_53127,PE(17:0/0:0); [M+H]+ C22H47N1O7P1,,,,,,,,6.444925,468.3086464016421,M+H,pos,UT_C18_POS_53127,C18,untargeted,53127.0,0.726994,PE(17:0/0:0); [M+H]+ C22H47N1O7P1,4.0,upregulated
UT_C18_POS_55388,DGTS 16:0,,,,,,,,6.6355934,474.3789555117186,M+H,pos,UT_C18_POS_55388,C18,untargeted,55388.0,0.838261,DGTS 16:0,4.0,upregulated
UT_C18_POS_50880,Spectral Match to 1-Hexadecanoyl-sn-glycero-3-phosphoethanolamine from NIST14,,,,,,,,6.250179,476.2747127826478,M+Na,pos,UT_C18_POS_50880,C18,untargeted,50880.0,0.93181,Spectral Match to 1-Hexadecanoyl-sn-glycero-3-phosphoethanolamine from NIST14,3.0,upregulated
UT_C18_POS_52429,Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14,,PYVRVRFVLRNJLY-MZMPXXGTSA-N,,C23H46NO7P,,,,6.398294,480.30858641649047,M+H,pos,UT_C18_POS_52429,C18,untargeted,52429.0,0.853453,Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14,4.0,upregulated
UT_C18_POS_47941,Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14,,,,,,,,5.980302,482.3244097914248,M+H,pos,UT_C18_POS_47941,C18,untargeted,47941.0,0.947247,Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14,2.0,upregulated
UT_C18_POS_57556,PE(18:0/0:0); [M+H]+ C23H49N1O7P1,,,,,,,,6.8166537,482.3242426590282,M+H,pos,UT_C18_POS_57556,C18,untargeted,57556.0,0.731092,PE(18:0/0:0); [M+H]+ C23H49N1O7P1,2.0,upregulated
UT_C18_POS_41332,Spectral Match to Octapropylene glycol from NIST14,,ZZEANNAZZVVPKU-UHFFFAOYSA-N,,C24H50O9,,,,5.2194242,483.3524886791015,M+H,pos,UT_C18_POS_41332,C18,untargeted,41332.0,0.910536,Spectral Match to Octapropylene glycol from NIST14,0.0,downregulated
UT_C18_POS_57907,alpha-TOCHOPHERYL ACETATE,,ZAKOWWREFLAJOT-UHFFFAOYSA-N,,C31H52O3,,,,6.840555,490.4252360674828,[M+NH4]+,pos,UT_C18_POS_57907,C18,untargeted,57907.0,0.710956,alpha-TOCHOPHERYL ACETATE,4.0,upregulated
UT_C18_POS_47045,Lyso PC (16:1),,,,,,,,5.8783717,494.3239950602775,M+H,pos,UT_C18_POS_47045,C18,untargeted,47045.0,0.946257,Lyso PC (16:1),4.0,upregulated
UT_C18_POS_51455,Spectral Match to Lyso-PC(16:0) from NIST14,,ASWBNKHCZGQVJV-HSZRJFAPSA-N,,,,,,6.28205,496.34012903865226,M+H,pos,UT_C18_POS_51455,C18,untargeted,51455.0,0.939037,Spectral Match to Lyso-PC(16:0) from NIST14,4.0,upregulated
UT_C18_POS_52740,DGTS 18:2,,,,,,,,6.395355,498.3790672893656,M+H,pos,UT_C18_POS_52740,C18,untargeted,52740.0,0.832604,DGTS 18:2,4.0,upregulated
UT_C18_POS_57173,lysoDGTS 18:1,,,,,,,,6.768223,500.3946481761622,M+H,pos,UT_C18_POS_57173,C18,untargeted,57173.0,0.727458,lysoDGTS 18:1,4.0,upregulated
UT_C18_POS_52419,Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14,,,,,,,,6.3727226,502.2915122613167,M+Na,pos,UT_C18_POS_52419,C18,untargeted,52419.0,0.902922,Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14,3.0,upregulated
UT_C18_POS_62076,lysoDGTS 18:0,,,,,,,,7.2250357,502.41009014857553,M+H,pos,UT_C18_POS_62076,C18,untargeted,62076.0,0.786284,lysoDGTS 18:0,4.0,upregulated
UT_C18_POS_31699,Spectral Match to Undecaethylene glycol from NIST14,,PSVXZQVXSXSQRO-UHFFFAOYSA-N,,C22H46O12,,,,3.355357,503.3060643515653,M+H,pos,UT_C18_POS_31699,C18,untargeted,31699.0,0.915731,Spectral Match to Undecaethylene glycol from NIST14,1.0,insignificant
UT_C18_POS_49535,PC(17:1/0:0); [M+H]+ C25H51N1O7P1,,,,,,,,6.1190467,508.3389358771416,M+H,pos,UT_C18_POS_49535,C18,untargeted,49535.0,0.891878,PC(17:1/0:0); [M+H]+ C25H51N1O7P1,4.0,upregulated
UT_C18_POS_54244,Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14,,,,,,,,6.5375757,510.355290001689,M+H,pos,UT_C18_POS_54244,C18,untargeted,54244.0,0.946703,Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14,4.0,upregulated
UT_C18_POS_65050,amylamine-C11:0,,LOTNCCWXPMLJSC-UHFFFAOYSA-N,,C16H33NO,,,,7.3869576,511.5198526473403,2M+H,pos,UT_C18_POS_65050,C18,untargeted,65050.0,0.823407,amylamine-C11:0,4.0,upregulated
UT_C18_POS_51417,Spectral Match to 1-Hexadecanoyl-sn-glycero-3-phosphocholine from NIST14,,,,,,,,6.28507,518.3218332950528,M+Na,pos,UT_C18_POS_51417,C18,untargeted,51417.0,0.936519,Spectral Match to 1-Hexadecanoyl-sn-glycero-3-phosphocholine from NIST14,4.0,upregulated
UT_C18_POS_46162,PC(18:3/0:0); [M+H]+ C26H49N1O7P1,,,,,,,,5.81031,518.3242426694715,M+H,pos,UT_C18_POS_46162,C18,untargeted,46162.0,0.877393,PC(18:3/0:0); [M+H]+ C26H49N1O7P1,4.0,upregulated
UT_C18_POS_49121,PC(18:2/0:0); [M+H]+ C26H51N1O7P1,,,,,,,,6.100724,520.3396382437851,M+H,pos,UT_C18_POS_49121,C18,untargeted,49121.0,0.894385,PC(18:2/0:0); [M+H]+ C26H51N1O7P1,4.0,upregulated
UT_C18_POS_57956,Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14,,,,,,,,6.851814,524.3711813517175,M+H,pos,UT_C18_POS_57956,C18,untargeted,57956.0,0.939288,Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14,2.0,upregulated
UT_C18_POS_55717,DGTA 20:3,,,,,,,,6.693361,524.3951461827936,M+H,pos,UT_C18_POS_55717,C18,untargeted,55717.0,0.82243,DGTA 20:3,4.0,upregulated
UT_C18_POS_65126,lysoDGTS 20:0,,,,,,,,7.384207,530.4423270904726,M+H,pos,UT_C18_POS_65126,C18,untargeted,65126.0,0.802353,lysoDGTS 20:0,4.0,upregulated
UT_C18_POS_54037,Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14,,SRRQPVVYXBTRQK-XMMPIXPASA-N,,,,,,6.5437183,532.3364507195334,M+Na,pos,UT_C18_POS_54037,C18,untargeted,54037.0,0.87252,Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14,4.0,upregulated
